instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
i4i.4xlarge,i4i,"Storage optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,131072.0,128.0,"1 x 3750 NVMe SSD",3750.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.373,1002.29,0.3986,290.98,3.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.498,1093.54,1.546,1128.58
i4i.8xlarge,i4i,"Storage optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,262144.0,256.0,"2 x 3750 NVMe SSD",7500.0,"18.75 Gigabit",0.0,0.0,0,"","",2.746,2004.58,0.4809,351.06,3.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.871,2095.83,3.091,2256.43
i4i.large,i4i,"Storage optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,16384.0,16.0,"1 x 468 NVMe SSD",468.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.172,125.56,0.0172,12.56,3.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,625.0,78.0,2500.0,10000.0,1250.0,40000.0,required,0.228,166.44,0.2,146.0
i4i.metal,i4i,"Storage optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,1048576.0,1024.0,"8 x 3750 NVMe SSD",30000.0,"75 Gigabit",0.0,0.0,0,"","",10.982,8016.86,1.0982,801.69,3.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,11.107,8108.11,12.211,8914.03
i4i.xlarge,i4i,"Storage optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"1 x 937 NVMe SSD",937.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.343,250.39,0.0837,61.1,3.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.4,292.0,0.401,292.73
i7ie.12xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,393216.0,384.0,"4 x 7500 NVMe SSD",30000.0,"Up to 50 Gigabit",0.0,0.0,0,"","",6.2376,4553.45,1.5103,1102.52,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,6.3626,4644.7,6.756,4931.88
i7ie.18xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",72.0,36.0,2.0,589824.0,576.0,"6 x 7500 NVMe SSD",45000.0,"Up to 75 Gigabit",0.0,0.0,0,"","",9.3564,6830.17,0.9356,682.99,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,22500.0,2813.0,90000.0,22500.0,2813.0,90000.0,required,9.4814,6921.42,10.134,7397.82
i7ie.24xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,786432.0,768.0,"8 x 7500 NVMe SSD",60000.0,"Up to 100 Gigabit",0.0,0.0,0,"","",12.4752,9106.9,1.2475,910.68,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,12.6002,9198.15,13.512,9863.76
i7ie.2xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,65536.0,64.0,"2 x 2500 NVMe SSD",5000.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.0396,758.91,0.2264,165.27,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2500.0,313.0,10000.0,10000.0,1250.0,40000.0,required,1.1646,850.16,1.1548,843.0
i7ie.3xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",12.0,6.0,2.0,98304.0,96.0,"1 x 7500 NVMe SSD",7500.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.5594,1138.36,0.166,121.18,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,3750.0,469.0,15000.0,10000.0,1250.0,40000.0,required,1.6844,1229.61,1.689,1232.97
i7ie.48xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",192.0,96.0,2.0,1572864.0,1536.0,"16 x 7500 NVMe SSD",120000.0,"100 Gigabit",0.0,0.0,0,"","",24.9504,18213.79,2.495,1821.35,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,60000.0,7500.0,240000.0,60000.0,7500.0,240000.0,required,25.0754,18305.04,26.7936,19559.33
i7ie.6xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",24.0,12.0,2.0,196608.0,192.0,"2 x 7500 NVMe SSD",15000.0,"Up to 25 Gigabit",0.0,0.0,0,"","",3.1188,2276.72,0.4484,327.33,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,7500.0,938.0,30000.0,10000.0,1250.0,40000.0,required,3.2438,2367.97,3.378,2465.94
i7ie.large,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,16384.0,16.0,"1 x 1250 NVMe SSD",1250.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.2599,189.73,0.026,18.98,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,625.0,78.0,2500.0,10000.0,1250.0,40000.0,required,0.3162,230.83,0.2887,210.75
i7ie.metal-24xl,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,786432.0,768.0,"8 x 7500 NVMe SSD",60000.0,"Up to 100 Gigabit",0.0,0.0,0,"","",12.4752,9106.9,1.2475,910.68,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,12.6002,9198.15,13.512,9863.76
i7ie.metal-48xl,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",192.0,96.0,2.0,1572864.0,1536.0,"16 x 7500 NVMe SSD",120000.0,"100 Gigabit",0.0,0.0,0,"","",24.9504,18213.79,2.495,1821.35,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,60000.0,7500.0,240000.0,60000.0,7500.0,240000.0,required,25.0754,18305.04,26.7936,19559.33
i7ie.xlarge,i7ie,"Storage optimized","Intel Xeon Scalable (Emerald Rapids)","Intel AMX; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"1 x 2500 NVMe SSD",2500.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.5198,379.45,0.0772,56.36,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.5761,420.55,0.5774,421.5
im4gn.16xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,262144.0,256.0,"4 x 7500 SSD",30000.0,"100 Gigabit",0.0,0.0,0,"","",5.8207,4249.09,0.5821,424.93,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,5.9457,4340.34,6.5119,4753.67
im4gn.2xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,32768.0,32.0,"1 x 3750 SSD",3750.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.7276,531.13,0.0985,71.91,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,0.8526,622.38,0.8428,615.23
im4gn.4xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,65536.0,64.0,"1 x 7500 SSD",7500.0,"25 Gigabit",0.0,0.0,0,"","",1.4552,1062.27,0.3212,234.48,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,1.5802,1153.52,1.628,1188.42
im4gn.8xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,131072.0,128.0,"2 x 7500 SSD",15000.0,"50 Gigabit",0.0,0.0,0,"","",2.9103,2124.55,0.8054,587.94,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,3.0353,2215.8,3.2559,2376.84
im4gn.large,im4gn,"Storage optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,8192.0,8.0,"1 x 937 SSD",937.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1819,132.79,0.0247,18.03,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.2382,173.89,0.2107,153.81
im4gn.xlarge,im4gn,"Storage optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,16384.0,16.0,"1 x 1875 SSD",1875.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.3638,265.57,0.057,41.61,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,2500.0,313.0,10000.0,10000.0,1250.0,40000.0,required,0.4201,306.67,0.4214,307.61
inf1.24xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",4.721,3446.33,1.1142,813.37,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.846,3537.58,5.758,4203.34
inf1.2xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.362,264.26,0.0956,69.79,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1190.0,149.0,6000.0,4750.0,594.0,20000.0,required,0.487,355.51,0.477,348.21
inf1.6xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",24.0,12.0,2.0,49152.0,48.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",1.18,861.4,0.274,200.02,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.305,952.65,1.44,1051.2
inf1.xlarge,inf1,"Machine Learning ASIC Instances","Intel Xeon Platinum 8275CL (Cascade Lake)","",4.0,2.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.228,166.44,0.0564,41.17,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1190.0,149.0,4000.0,4750.0,594.0,20000.0,required,0.284,207.32,0.286,208.78
inf2.24xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",6.4906,4738.16,0.6491,473.84,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,"","",7.5274,5495.02
inf2.48xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",192.0,96.0,2.0,786432.0,768.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",12.9813,9476.33,1.2981,947.61,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,60000.0,7500.0,240000.0,60000.0,7500.0,240000.0,required,"","",14.8245,10821.86
inf2.8xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.9679,1436.54,0.3813,278.35,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,"","",2.3135,1688.83
inf2.xlarge,inf2,"Machine Learning ASIC Instances","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 15 Gigabit",0.0,0.0,0,"","",0.7582,553.49,0.0758,55.33,3.6,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,"","",0.8158,595.53
is4gen.2xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,49152.0,48.0,"1 x 7500 SSD",7500.0,"Up to 25 Gigabit",0.0,0.0,0,"","",1.1526,841.4,0.1153,84.17,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,1.2776,932.65,1.2678,925.49
is4gen.4xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,98304.0,96.0,"2 x 7500 SSD",15000.0,"25 Gigabit",0.0,0.0,0,"","",2.3052,1682.8,0.2305,168.27,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,2.4302,1774.05,2.478,1808.94
is4gen.8xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,196608.0,192.0,"4 x 7500 SSD",30000.0,"50 Gigabit",0.0,0.0,0,"","",4.6104,3365.59,1.2001,876.07,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,4.7354,3456.84,4.956,3617.88
is4gen.large,is4gen,"Storage optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,12288.0,12.0,"1 x 1875 SSD",1875.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.2882,210.35,0.0288,21.02,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,1250.0,156.0,5000.0,10000.0,1250.0,40000.0,required,0.3444,251.45,0.317,231.37
is4gen.medium,is4gen,"Storage optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,6144.0,6.0,"1 x 937 SSD",937.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1441,105.18,0.0144,10.51,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,625.0,78.0,2500.0,10000.0,1250.0,40000.0,required,0.1751,127.81,0.1585,115.69
is4gen.xlarge,is4gen,"Storage optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,24576.0,24.0,"1 x 3750 SSD",3750.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.5763,420.7,0.0576,42.05,2.5,us-east-2,"US East (Ohio)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,2500.0,313.0,10000.0,10000.0,1250.0,40000.0,required,0.6326,461.8,0.6339,462.75
m4.10xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",40.0,20.0,2.0,163840.0,160.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",2.0,1460.0,0.7296,532.61,2.4,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,4000.0,500.0,32000.0,4000.0,500.0,32000.0,unsupported,2.1,1533.0,2.432,1775.36
m4.16xlarge,m4,"General purpose","Intel Xeon E5-2686 v4 (Broadwell)","Intel AVX; Intel AVX2; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",3.2,2336.0,0.3663,267.4,2.3,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,10000.0,1250.0,65000.0,10000.0,1250.0,65000.0,unsupported,3.3,2409.0,3.8912,2840.58
m4.2xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.4,292.0,0.1753,127.97,2.4,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,1000.0,125.0,8000.0,1000.0,125.0,8000.0,unsupported,0.5,365.0,0.5152,376.1
m4.4xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.8,584.0,0.3566,260.32,2.4,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,2000.0,250.0,16000.0,2000.0,250.0,16000.0,unsupported,0.9,657.0,0.9728,710.14
m4.large,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,Moderate,0.0,0.0,0,"","",0.1,73.0,0.0336,24.53,2.4,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,450.0,56.0,3600.0,450.0,56.0,3600.0,unsupported,0.2,146.0,0.1288,94.02
m4.xlarge,m4,"General purpose","Intel Xeon E5-2676 v3 (Haswell)","Intel AVX; Intel AVX2; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,High,0.0,0.0,0,"","",0.2,146.0,0.0926,67.6,2.4,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",0,"on-demand, spot",ebs,hvm,0,xen,x86_64,Intel,"","",default,supported,750.0,94.0,6000.0,750.0,94.0,6000.0,unsupported,0.3,219.0,0.2576,188.05
m5.12xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",2.304,1681.92,0.6524,476.25,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.404,1754.92,2.822,2060.06
m5.16xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,262144.0,256.0,"EBS only",0.0,"20 Gigabit",0.0,0.0,0,"","",3.072,2242.56,0.9808,715.98,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,13600.0,1700.0,60000.0,13600.0,1700.0,60000.0,required,3.172,2315.56,3.763,2746.99
m5.24xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",4.608,3363.84,1.3562,990.03,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.708,3436.84,5.645,4120.85
m5.2xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.384,280.32,0.1706,124.54,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.484,353.32,0.499,364.27
m5.4xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.768,560.64,0.3425,250.03,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,0.868,633.64,0.941,686.93
m5.8xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",1.536,1121.28,0.581,424.13,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,1.636,1194.28,1.882,1373.86
m5.large,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.096,70.08,0.0304,22.19,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,4750.0,594.0,18750.0,required,0.152,110.96,0.125,91.25
m5.metal,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,393216.0,384.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",4.608,3363.84,0.9459,690.51,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.708,3436.84,5.645,4120.85
m5.xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.192,140.16,0.0748,54.6,3.1,us-east-2,"US East (Ohio)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.248,181.04,0.25,182.5
