instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
c5d.2xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"1 x 200 NVMe SSD",200.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.384,280.32,0.155,113.15,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,10000.0,4750.0,594.0,20000.0,required,0.484,353.32,0.499,364.27
c5d.4xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"1 x 400 NVMe SSD",400.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.768,560.64,0.3576,261.05,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,0.868,633.64,0.941,686.93
c5d.9xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",36.0,18.0,2.0,73728.0,72.0,"1 x 900 NVMe SSD",900.0,"12 Gigabit",0.0,0.0,0,"","",1.728,1261.44,0.587,428.51,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,1.828,1334.44,2.117,1545.41
c5d.large,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"1 x 50 NVMe SSD",50.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.096,70.08,0.0337,24.6,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,650.0,81.0,4000.0,4750.0,594.0,20000.0,required,0.152,110.96,0.125,91.25
c5d.metal,c5d,"Compute optimized","Intel Xeon Platinum 8275L","Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo",96.0,48.0,2.0,196608.0,192.0,"4 x 900 NVMe SSD",3600.0,"25 Gigabit",0.0,0.0,0,"","",4.608,3363.84,0.5305,387.26,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.708,3436.84,5.645,4120.85
c5d.xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,8192.0,8.0,"1 x 100 NVMe SSD",100.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.192,140.16,0.0701,51.17,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,20000.0,required,0.248,181.04,0.25,182.5
c5n.18xlarge,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",72.0,36.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",3.888,2838.24,0.6157,449.46,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.013,2929.49,4.666,3406.18
c5n.2xlarge,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,21504.0,21.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.432,315.36,0.1927,140.67,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,10000.0,4750.0,594.0,20000.0,required,0.557,406.61,0.547,399.31
c5n.4xlarge,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,43008.0,42.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.864,630.72,0.382,278.86,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,0.989,721.97,1.037,757.01
c5n.9xlarge,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",36.0,18.0,2.0,98304.0,96.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",1.944,1419.12,0.6344,463.11,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,2.069,1510.37,2.333,1703.09
c5n.large,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,5376.0,5.25,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.108,78.84,0.0354,25.84,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,4000.0,4750.0,594.0,20000.0,required,0.164,119.72,0.137,100.01
c5n.metal,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",72.0,36.0,2.0,196608.0,192.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",3.888,2838.24,0.3916,285.87,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,4.013,2929.49,4.666,3406.18
c5n.xlarge,c5n,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,10752.0,10.5,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.216,157.68,0.1,73.0,3.4,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,20000.0,required,0.272,198.56,0.274,200.02
c6a.12xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",48.0,24.0,2.0,98304.0,96.0,"EBS only",0.0,"18.75 Gigabit",0.0,0.0,0,"","",1.836,1340.28,0.5169,377.34,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,1.961,1431.53,2.3544,1718.71
c6a.16xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",64.0,32.0,2.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",2.448,1787.04,0.8621,629.33,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,2.573,1878.29,3.1392,2291.62
c6a.24xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",3.672,2680.56,0.9896,722.41,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,3.797,2771.81,4.7088,3437.42
c6a.2xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.306,223.38,0.1154,84.24,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,2500.0,313.0,12000.0,10000.0,1250.0,40000.0,required,0.431,314.63,0.4212,307.48
c6a.32xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",128.0,64.0,2.0,262144.0,256.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",4.896,3574.08,1.4178,1034.99,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,5.021,3665.33,6.1248,4471.1
c6a.48xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",192.0,96.0,2.0,393216.0,384.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",7.344,5361.12,1.8089,1320.5,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,40000.0,5000.0,240000.0,40000.0,5000.0,240000.0,required,7.469,5452.37,9.1872,6706.66
c6a.4xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",16.0,8.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.612,446.76,0.2546,185.86,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,0.737,538.01,0.7848,572.9
c6a.8xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",32.0,16.0,2.0,65536.0,64.0,"EBS only",0.0,"12.5 Gigabit",0.0,0.0,0,"","",1.224,893.52,0.4871,355.58,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,1.349,984.77,1.5696,1145.81
c6a.large,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.0765,55.84,0.0248,18.1,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,650.0,81.0,3600.0,10000.0,1250.0,40000.0,required,0.1328,96.94,0.1053,76.87
c6a.metal,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",192.0,96.0,2.0,393216.0,384.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",7.344,5361.12,0.9474,691.6,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,AMD,"","",default,supported,40000.0,5000.0,240000.0,40000.0,5000.0,240000.0,required,7.469,5452.37,9.1872,6706.66
c6a.xlarge,c6a,"Compute optimized","AMD EPYC 7R13 Processor","AMD Turbo; AVX; AVX2",4.0,2.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.153,111.69,0.0573,41.83,3.6,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,AMD,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,0.2093,152.79,0.2106,153.74
c6g.12xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",48.0,48.0,1.0,98304.0,96.0,"EBS only",0.0,"20 Gigabit",0.0,0.0,0,"","",1.632,1191.36,0.2557,186.66,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,14250.0,1781.0,50000.0,14250.0,1781.0,50000.0,required,1.757,1282.61,2.1504,1569.79
c6g.16xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",2.176,1588.48,0.2912,212.58,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,2.301,1679.73,2.8672,2093.06
c6g.2xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.272,198.56,0.0787,57.45,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,2375.0,297.0,12000.0,4750.0,594.0,20000.0,required,0.397,289.81,0.3872,282.66
c6g.4xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.544,397.12,0.1501,109.57,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,0.669,488.37,0.7168,523.26
c6g.8xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,65536.0,64.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",1.088,794.24,0.3025,220.82,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,1.213,885.49,1.4336,1046.53
c6g.large,c6g,"Compute optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,4096.0,4.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.068,49.64,0.0223,16.28,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,630.0,79.0,3600.0,4750.0,594.0,20000.0,required,0.1243,90.74,0.0968,70.66
c6g.medium,c6g,"Compute optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,2048.0,2.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.034,24.82,0.0066,4.82,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,315.0,39.0,2500.0,4750.0,594.0,20000.0,required,0.065,47.45,0.0484,35.33
c6g.metal,c6g,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",2.176,1588.48,0.2176,158.85,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",arm64,AWS,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,2.301,1679.73,2.8672,2093.06
c6g.xlarge,c6g,"Compute optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,8192.0,8.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.136,99.28,0.0509,37.16,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,1188.0,149.0,6000.0,4750.0,594.0,20000.0,required,0.1923,140.38,0.1936,141.33
c6gd.12xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",48.0,48.0,1.0,98304.0,96.0,"2 x 1425 NVMe SSD",2850.0,"20 Gigabit",0.0,0.0,0,"","",1.8432,1345.54,0.1843,134.54,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,14250.0,1781.0,50000.0,14250.0,1781.0,50000.0,required,1.9682,1436.79,2.3616,1723.97
c6gd.16xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"2 x 1900 NVMe SSD",3800.0,"25 Gigabit",0.0,0.0,0,"","",2.4576,1794.05,0.2458,179.43,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,2.5826,1885.3,3.1488,2298.62
c6gd.2xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,16384.0,16.0,"1 x 475 NVMe SSD",474.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.3072,224.26,0.0308,22.48,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,2375.0,297.0,12000.0,4750.0,594.0,20000.0,required,0.4322,315.51,0.4224,308.35
c6gd.4xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,32768.0,32.0,"1 x 950 NVMe SSD",950.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.6144,448.51,0.2002,146.15,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,0.7394,539.76,0.7872,574.66
c6gd.8xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,65536.0,64.0,"1 x 1900 NVMe SSD",1900.0,"12 Gigabit",0.0,0.0,0,"","",1.2288,897.02,0.1993,145.49,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,1.3538,988.27,1.5744,1149.31
c6gd.large,c6gd,"Compute optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,4096.0,4.0,"1 x 118 NVMe SSD",118.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.0768,56.06,0.0237,17.3,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,630.0,79.0,3600.0,4750.0,594.0,20000.0,required,0.1331,97.16,0.1056,77.09
c6gd.medium,c6gd,"Compute optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,2048.0,2.0,"1 x 59 NVMe SSD",59.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.0384,28.03,0.0039,2.85,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,315.0,39.0,2500.0,4750.0,594.0,20000.0,required,0.0694,50.66,0.0528,38.54
c6gd.metal,c6gd,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"2 x 1900 NVMe SSD",3800.0,"25 Gigabit",0.0,0.0,0,"","",2.4576,1794.05,0.2458,179.43,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,1,"",arm64,AWS,required,required,default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,2.5826,1885.3,3.1488,2298.62
c6gd.xlarge,c6gd,"Compute optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,8192.0,8.0,"1 x 237 NVMe SSD",237.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.1536,112.13,0.0557,40.66,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,required,required,default,supported,1188.0,149.0,6000.0,4750.0,594.0,20000.0,required,0.2099,153.23,0.2112,154.18
c6gn.12xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",48.0,48.0,1.0,98304.0,96.0,"EBS only",0.0,"75 Gigabit",0.0,0.0,0,"","",2.0736,1513.73,0.2074,151.4,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,28500.0,3563.0,120000.0,28500.0,3563.0,120000.0,required,2.1986,1604.98,2.592,1892.16
c6gn.16xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",2.7648,2018.3,0.2816,205.57,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,38000.0,4750.0,160000.0,38000.0,4750.0,160000.0,required,2.8898,2109.55,3.456,2522.88
c6gn.2xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.3456,252.29,0.0937,68.4,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,4750.0,594.0,20000.0,9500.0,1188.0,40000.0,required,0.4706,343.54,0.4608,336.38
c6gn.4xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,32768.0,32.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",0.6912,504.58,0.1929,140.82,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,0.8162,595.83,0.864,630.72
c6gn.8xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,65536.0,64.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",1.3824,1009.15,0.3646,266.16,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,1.5074,1100.4,1.728,1261.44
c6gn.large,c6gn,"Compute optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,4096.0,4.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.0864,63.07,0.0247,18.03,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,1235.0,154.0,5000.0,9500.0,1188.0,40000.0,required,0.1427,104.17,0.1152,84.1
c6gn.medium,c6gn,"Compute optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,2048.0,2.0,"EBS only",0.0,"Up to 16 Gigabit",0.0,0.0,0,"","",0.0432,31.54,0.0043,3.14,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,760.0,95.0,2500.0,9500.0,1188.0,40000.0,required,0.0742,54.17,0.0576,42.05
c6gn.xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1728,126.14,0.0558,40.73,2.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,2375.0,297.0,10000.0,9500.0,1188.0,40000.0,required,0.2291,167.24,0.2304,168.19
c6i.12xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,98304.0,96.0,"EBS only",0.0,"18.75 Gigabit",0.0,0.0,0,"","",2.04,1489.2,0.5609,409.46,3.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,2.165,1580.45,2.5584,1867.63
c6i.16xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",2.72,1985.6,0.8768,640.06,3.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,2.845,2076.85,3.4112,2490.18
c6i.24xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",4.08,2978.4,1.162,848.26,3.5,us-east-1,"US East (N. Virginia)","AWS Region","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,4.205,3069.65,5.1168,3735.26
